date,open,high,low,close,adjustedClose,volume
2014-10-01,13.7162,13.7964,13.4576,13.4933,6.2263,906800
2014-10-02,13.4933,14.0282,13.4933,13.8009,6.3683,136400
2014-10-03,13.9569,14.1575,13.7741,14.0193,6.4691,147200
2014-10-06,15.156,15.7711,14.7147,14.7147,6.7899,497700
2014-10-07,14.9019,15.0891,14.5631,14.7994,6.829,355300
2014-10-08,14.9197,14.9554,14.3803,14.4472,6.6665,208700
2014-10-09,14.7147,14.8172,14.5542,14.5809,6.7282,488100
2014-10-10,14.5809,14.7058,14.0104,14.1753,6.541,64200
2014-10-13,14.572,15.263,14.523,15.0089,6.9257,303900
2014-10-14,15,15.3878,14.7994,15.2451,7.0347,329900
2014-10-15,14.8974,14.8974,14.0148,14.6389,6.755,220900
2014-10-16,14.3937,14.5185,13.9658,14.2778,6.5884,211500
2014-10-17,14.6523,14.6523,14.2466,14.4517,6.6686,124700
2014-10-20,14.5096,14.5096,14.1396,14.2644,6.5822,64600
2014-10-21,14.0772,14.0772,13.2615,13.5423,6.249,105500
2014-10-22,13.5958,13.7518,13.4086,13.4576,6.2099,28000
2014-10-23,13.4576,13.4576,12.8157,12.9138,5.9589,84400
2014-10-24,13.2169,13.6225,12.6864,13.257,6.1173,172900
2014-10-27,12.0802,13.0431,12.0802,12.8647,5.9363,86900
2014-10-28,13.3194,13.4621,12.9717,13.422,6.1934,97000
2014-10-29,13.5958,13.6136,13.0921,13.0921,6.0412,151500
2014-10-30,13.4576,14.1396,13.4175,14.1396,6.5246,156600
2014-10-31,14.2644,14.6211,14.1797,14.5765,6.7262,125400
2014-11-03,14.2867,14.4695,14.1352,14.4695,6.6799,38000
2014-11-04,14.7994,14.8439,14.4383,14.6968,6.7848,179400
2014-11-05,14.6879,14.7994,14.474,14.7548,6.8116,78500
2014-11-06,14.7548,14.7548,14.0416,14.1842,6.5482,123500
2014-11-07,14.1842,14.3759,13.939,14.2644,6.5852,158300
